,user_id,ISBN,rating,title,author,Image,publisher,number of ratings
181052,11676,553231081,7,Southern Discomfort,Rita Mae Brown,http://images.amazon.com/images/P/0553231081.01.LZZZZZZZ.jpg,Bantam Books,21
181118,11676,553239074,10,Trinity,Leon Uris,http://images.amazon.com/images/P/0553239074.01.LZZZZZZZ.jpg,Bantam Books,27
181210,11676,553248642,8,The Haj,Leon Uris,http://images.amazon.com/images/P/0553248642.01.LZZZZZZZ.jpg,Bantam Books,23
181233,11676,553249002,7,Aquitaine Progression,Robert Ludlum,http://images.amazon.com/images/P/0553249002.01.LZZZZZZZ.jpg,Bantam Doubleday Dell,22
181306,11676,553250515,5,The Member of the Wedding,CARSON MCCULLERS,http://images.amazon.com/images/P/0553250515.01.LZZZZZZZ.jpg,Bantam,20
181331,11676,553251139,5,The Fourth Protocol,Frederick Forsyth,http://images.amazon.com/images/P/0553251139.01.LZZZZZZZ.jpg,Bantam Books,23
181628,11676,553272616,8,The Unloved,John Saul,http://images.amazon.com/images/P/0553272616.01.LZZZZZZZ.jpg,Bantam Books,22
181778,11676,553278029,8,A Great Deliverance,Elizabeth George,http://images.amazon.com/images/P/0553278029.01.LZZZZZZZ.jpg,Bantam Books,55
181914,11676,553280147,7,Till We Meet Again,Judith Krantz,http://images.amazon.com/images/P/0553280147.01.LZZZZZZZ.jpg,Bantam Books,28
181948,11676,553282816,5,The Blooding,JOSEPH WAMBAUGH,http://images.amazon.com/images/P/0553282816.01.LZZZZZZZ.jpg,Bantam,31
182055,11676,553289063,10,An Inconvenient Woman,Dominick Dunne,http://images.amazon.com/images/P/0553289063.01.LZZZZZZZ.jpg,Bantam Books,20
182075,11676,553289411,8,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,http://images.amazon.com/images/P/0553289411.01.LZZZZZZZ.jpg,Bantam,60
182174,11676,553290789,5,Genuine Lies,Nora Roberts,http://images.amazon.com/images/P/0553290789.01.LZZZZZZZ.jpg,Bantam,40
182257,11676,553294903,8,Divine Evil,NORA ROBERTS,http://images.amazon.com/images/P/0553294903.01.LZZZZZZZ.jpg,Bantam,27
182299,11676,553295608,8,A Suitable Vengeance,ELIZABETH GEORGE,http://images.amazon.com/images/P/0553295608.01.LZZZZZZZ.jpg,Bantam,22
182447,11676,553380095,7,The Heart of a Woman,Maya Angelou,http://images.amazon.com/images/P/0553380095.01.LZZZZZZZ.jpg,Bantam,28
182503,11676,553382179,10,Sink Reflections,MARLA CILLEY,http://images.amazon.com/images/P/0553382179.01.LZZZZZZZ.jpg,Bantam,24
182550,11676,553560441,8,The Road to Omaha,Robert Ludlum,http://images.amazon.com/images/P/0553560441.01.LZZZZZZZ.jpg,Bantam Books,35
182658,11676,055356160X,9,Cry Wolf,TAMI HOAG,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg,Bantam,58
182966,11676,553569910,7,The Ugly Duckling,Iris Johansen,http://images.amazon.com/images/P/0553569910.01.LZZZZZZZ.jpg,Bantam Books,65
183242,11676,553575953,8,Floaters,Joseph Wambaugh,http://images.amazon.com/images/P/0553575953.01.LZZZZZZZ.jpg,Bantam Books,24
183350,11676,553578693,10,The Next Accident,LISA GARDNER,http://images.amazon.com/images/P/0553578693.01.LZZZZZZZ.jpg,Bantam,63
183578,11676,553581554,6,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,http://images.amazon.com/images/P/0553581554.01.LZZZZZZZ.jpg,Bantam Books,53
183648,11676,553582127,7,The Search,Iris Johansen,http://images.amazon.com/images/P/0553582127.01.LZZZZZZZ.jpg,Bantam Books,66
183737,11676,553583360,7,Slightly Shady,Amanda Quick,http://images.amazon.com/images/P/0553583360.01.LZZZZZZZ.jpg,Bantam Books,29
183791,11676,553583573,8,Dark Horse,TAMI HOAG,http://images.amazon.com/images/P/0553583573.01.LZZZZZZZ.jpg,Bantam,37
183919,11676,553587188,10,Lucky's Lady,TAMI HOAG,http://images.amazon.com/images/P/0553587188.01.LZZZZZZZ.jpg,Bantam,35
183968,11676,553802496,6,Odd Thomas,Dean Koontz,http://images.amazon.com/images/P/0553802496.01.LZZZZZZZ.jpg,Bantam,32
184300,11676,590406191,9,The Trumpet of the Swan,E. B. White,http://images.amazon.com/images/P/0590406191.01.LZZZZZZZ.jpg,Scholastic Paperbacks (Mm),22
184426,11676,590423541,10,Black Beauty,Anna Sewell,http://images.amazon.com/images/P/0590423541.01.LZZZZZZZ.jpg,Scholastic,27
184825,11676,590629794,7,"The Encounter (Animorphs , No 3)",K. A. Applegate,http://images.amazon.com/images/P/0590629794.01.LZZZZZZZ.jpg,Scholastic,21
185140,11676,067081976X,8,Leaving Home/a Collection of Lake Wobegon Stories,Garrison Keillor,http://images.amazon.com/images/P/067081976X.01.LZZZZZZZ.jpg,Penguin USA,20
185299,11676,671004573,10,Before I Say Good-Bye,Mary Higgins Clark,http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg,Pocket,76
185408,11676,671007696,5,Lightning Strikes (Hudson),V.C. Andrews,http://images.amazon.com/images/P/0671007696.01.LZZZZZZZ.jpg,Pocket,23
185439,11676,671011367,8,Deja Dead,Kathy Reichs,http://images.amazon.com/images/P/0671011367.01.LZZZZZZZ.jpg,Pocket,69
185594,11676,671014218,10,The Mulberry Tree,Jude Deveraux,http://images.amazon.com/images/P/0671014218.01.LZZZZZZZ.jpg,Atria Books,69
185800,11676,671024108,9,Speaking in Tongues,Jeffery Deaver,http://images.amazon.com/images/P/0671024108.01.LZZZZZZZ.jpg,Pocket,32
185886,11676,067102535X,6,"Last Dance, Last Chance (Ann Rule's Crime Files)",Ann Rule,http://images.amazon.com/images/P/067102535X.01.LZZZZZZZ.jpg,Pocket,23
186032,11676,671027387,10,Deception Point,Dan Brown,http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg,Pocket,69
186101,11676,671027573,8,Mr. Perfect,Linda Howard,http://images.amazon.com/images/P/0671027573.01.LZZZZZZZ.jpg,Pocket Star,44
186197,11676,671028375,10,Fatal Voyage,Kathy Reichs,http://images.amazon.com/images/P/0671028375.01.LZZZZZZZ.jpg,Pocket,49
186294,11676,671032992,8,Heartbreaker,Julie Garwood,http://images.amazon.com/images/P/0671032992.01.LZZZZZZZ.jpg,Atria,88
186461,11676,671036505,8,The Vineyard,Barbara Delinsky,http://images.amazon.com/images/P/0671036505.01.LZZZZZZZ.jpg,Pocket Books,36
186560,11676,671042513,8,The Last Chance Cafe : A Novel,Linda Lael Miller,http://images.amazon.com/images/P/0671042513.01.LZZZZZZZ.jpg,Pocket Star,25
186591,11676,671042858,10,The Girl Who Loved Tom Gordon,Stephen King,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg,Pocket,70
187012,11676,067153288X,6,A Tangled Web,Judith Michael,http://images.amazon.com/images/P/067153288X.01.LZZZZZZZ.jpg,Pocket,24
187036,11676,671537865,7,One Wish,Linda Lael Miller,http://images.amazon.com/images/P/0671537865.01.LZZZZZZZ.jpg,Pocket,20
187093,11676,067155302X,10,Harvest,Tess Gerritsen,http://images.amazon.com/images/P/067155302X.01.LZZZZZZZ.jpg,Pocket,53
187235,11676,671568175,7,Let Me Call You Sweetheart,Mary Higgins Clark,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg,Pocket,64
187299,11676,671568833,10,Kill and Tell,Linda Howard,http://images.amazon.com/images/P/0671568833.01.LZZZZZZZ.jpg,Pocket Books,35
187556,11676,671670646,6,Gates of Paradise,V.C. Andrews,http://images.amazon.com/images/P/0671670646.01.LZZZZZZZ.jpg,Pocket,36
187777,11676,671690701,7,EVERYTHING SHE EVER WANTED,Ann Rule,http://images.amazon.com/images/P/0671690701.01.LZZZZZZZ.jpg,Simon &amp; Schuster,34
187881,11676,671705091,5,A Knight in Shining Armor,Jude Deveraux,http://images.amazon.com/images/P/0671705091.01.LZZZZZZZ.jpg,Pocket,47
188005,11676,671724584,5,The Eagle Has Flown,Jack Higgins,http://images.amazon.com/images/P/0671724584.01.LZZZZZZZ.jpg,Simon &amp; Schuster,21
188051,11676,067172701X,7,Meridian,Alice Walker,http://images.amazon.com/images/P/067172701X.01.LZZZZZZZ.jpg,Pocket,23
188306,11676,671750127,9,Until Proven Guilty,Christine McGuire,http://images.amazon.com/images/P/0671750127.01.LZZZZZZZ.jpg,Pocket,26
188372,11676,671759213,8,She's Come Undone,Wally Lamb,http://images.amazon.com/images/P/0671759213.01.LZZZZZZZ.jpg,Pocket Books,24
188480,11676,671789422,9,Possessing the Secret of Joy,Alice Walker,http://images.amazon.com/images/P/0671789422.01.LZZZZZZZ.jpg,Pocket,39
188526,11676,671793535,10,A Rose For Her Grave &amp; Other True Cases (Ann Rule's Crime Files),Ann Rule,http://images.amazon.com/images/P/0671793535.01.LZZZZZZZ.jpg,Pocket,34
188588,11676,067179356X,5,In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),Ann Rule,http://images.amazon.com/images/P/067179356X.01.LZZZZZZZ.jpg,Pocket,23
188918,11676,671891510,7,Q-Squared (Star Trek: The Next Generation),Peter David,http://images.amazon.com/images/P/0671891510.01.LZZZZZZZ.jpg,Star Trek,21
189072,11676,679410325,9,"Secret History, The",DONNA TARTT,http://images.amazon.com/images/P/0679410325.01.LZZZZZZZ.jpg,Knopf,20
189482,11676,679722645,8,The Maltese Falcon (Vintage Crime/Black Lizard),DASHIELL HAMMETT,http://images.amazon.com/images/P/0679722645.01.LZZZZZZZ.jpg,Vintage,21
189579,11676,679735666,9,A Natural History of the Senses,Diane Ackerman,http://images.amazon.com/images/P/0679735666.01.LZZZZZZZ.jpg,Vintage Books USA,22
189601,11676,679736379,5,Sophie's Choice,William Styron,http://images.amazon.com/images/P/0679736379.01.LZZZZZZZ.jpg,Vintage Books USA,21
190003,11676,684801523,5,The Great Gatsby,F. Scott Fitzgerald,http://images.amazon.com/images/P/0684801523.01.LZZZZZZZ.jpg,Scribner,59
190100,11676,684814994,7,Christmas Box (Christmas Box Trilogy),Richard Paul Evans,http://images.amazon.com/images/P/0684814994.01.LZZZZZZZ.jpg,Simon &amp; Schuster,35
190188,11676,684835959,10,YOU BELONG TO ME,Mary Higgins Clark,http://images.amazon.com/images/P/0684835959.01.LZZZZZZZ.jpg,Simon &amp; Schuster,21
190209,11676,684835983,10,Before I Say Good-Bye : A Novel,Mary Higgins Clark,http://images.amazon.com/images/P/0684835983.01.LZZZZZZZ.jpg,Simon &amp; Schuster,26
190370,11676,684857820,6,Lucky,Alice Sebold,http://images.amazon.com/images/P/0684857820.01.LZZZZZZZ.jpg,Scribner,43
190422,11676,684859718,9,Deadly Decisions,Kathy Reichs,http://images.amazon.com/images/P/0684859718.01.LZZZZZZZ.jpg,Scribner,47
190544,11676,684865742,8,Tis: A Memoir,Frank McCourt,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg,Scribner,51
190690,11676,688058914,10,Lie Down With Lions,Ken Follett,http://images.amazon.com/images/P/0688058914.01.LZZZZZZZ.jpg,Smithmark Pub,31
190976,11676,689711816,5,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,http://images.amazon.com/images/P/0689711816.01.LZZZZZZZ.jpg,Aladdin Library,28
191018,11676,689806590,8,Bunnicula: A Rabbit-Tale of Mystery,Deborah Howe,http://images.amazon.com/images/P/0689806590.01.LZZZZZZZ.jpg,Aladdin,26
191062,11676,689826990,10,Hatchet,Gary Paulsen,http://images.amazon.com/images/P/0689826990.01.LZZZZZZZ.jpg,Simon Pulse,24
191385,11676,743203631,7,Gap Creek: The Story Of A Marriage,Robert Morgan,http://images.amazon.com/images/P/0743203631.01.LZZZZZZZ.jpg,Touchstone,38
191457,11676,743216458,9,"Band of Brothers : E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,http://images.amazon.com/images/P/0743216458.01.LZZZZZZZ.jpg,Simon &amp; Schuster,22
191525,11676,743222245,8,Living History,Hillary Rodham Clinton,http://images.amazon.com/images/P/0743222245.01.LZZZZZZZ.jpg,Simon &amp; Schuster,26
191599,11676,074322535X,9,Gap Creek: The Story of a Marriage,Robert Morgan,http://images.amazon.com/images/P/074322535X.01.LZZZZZZZ.jpg,Touchstone,29
191763,11676,743245520,8,"Hello, Darkness",Sandra Brown,http://images.amazon.com/images/P/0743245520.01.LZZZZZZZ.jpg,Simon &amp; Schuster,24
191787,11676,074324642X,10,Flirting with Pete : A Novel,Barbara Delinsky,http://images.amazon.com/images/P/074324642X.01.LZZZZZZZ.jpg,Scribner,22
192297,11676,743437802,8,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,http://images.amazon.com/images/P/0743437802.01.LZZZZZZZ.jpg,Pocket,35
192575,11676,743477081,8,Forever and Always,Jude Deveraux,http://images.amazon.com/images/P/0743477081.01.LZZZZZZZ.jpg,Pocket Books,32
193094,11676,765341972,6,The Mothman Prophecies,John A. Keel,http://images.amazon.com/images/P/0765341972.01.LZZZZZZZ.jpg,Tor Books,30
193213,11676,767902513,9,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,http://images.amazon.com/images/P/0767902513.01.LZZZZZZZ.jpg,Bantam Dell Pub Group,23
193266,11676,767903579,9,Falling Leaves: The True Story of an Unwanted Chinese Daughter,Adeline Yen Mah,http://images.amazon.com/images/P/0767903579.01.LZZZZZZZ.jpg,Broadway Books,20
193312,11676,767907809,6,Bookends,Jane Green,http://images.amazon.com/images/P/0767907809.01.LZZZZZZZ.jpg,Broadway Books,20
193343,11676,767912233,8,Babyville,JANE GREEN,http://images.amazon.com/images/P/0767912233.01.LZZZZZZZ.jpg,Broadway,27
193785,11676,786883219,6,Brain Droppings,George Carlin,http://images.amazon.com/images/P/0786883219.01.LZZZZZZZ.jpg,Hyperion,21
193953,11676,786889667,8,The First Victim,Ridley Pearson,http://images.amazon.com/images/P/0786889667.01.LZZZZZZZ.jpg,Hyperion,26
194562,11676,805036504,8,N Is for Noose (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,http://images.amazon.com/images/P/0805036504.01.LZZZZZZZ.jpg,Henry Holt &amp; Company,28
195756,11676,821768379,7,Deep Midnight,Shannon Drake,http://images.amazon.com/images/P/0821768379.01.LZZZZZZZ.jpg,Zebra Books,22
195832,11676,821770195,8,Charming Lily (Zebra Books),Fern Michaels,http://images.amazon.com/images/P/0821770195.01.LZZZZZZZ.jpg,Zebra Books,20
195927,11676,821773682,7,Kentucky Heat,Fern Michaels,http://images.amazon.com/images/P/0821773682.01.LZZZZZZZ.jpg,Zebra Books,21
195956,11676,821775863,8,The Future Scrolls,Fern Michaels,http://images.amazon.com/images/P/0821775863.01.LZZZZZZZ.jpg,Zebra Books,22
196023,11676,826308791,9,The Education of Little Tree (A Zia Book),Forrest Carter,http://images.amazon.com/images/P/0826308791.01.LZZZZZZZ.jpg,University of New Mexico Press,26
196105,11676,836220889,9,Calvin and Hobbes,Bill Watterson,http://images.amazon.com/images/P/0836220889.01.LZZZZZZZ.jpg,Andrews McMeel Publishing,20
196162,11676,842329129,9,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,http://images.amazon.com/images/P/0842329129.01.LZZZZZZZ.jpg,Tyndale House Publishers,99
196443,11676,842342702,9,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye,http://images.amazon.com/images/P/0842342702.01.LZZZZZZZ.jpg,Tyndale House Publishers,44
196831,11676,865471185,10,West With the Night,Beryl Markham,http://images.amazon.com/images/P/0865471185.01.LZZZZZZZ.jpg,North Point Press,22
197685,11676,918949165,5,When I Am an Old Woman I Shall Wear Purple,Sandra Martz,http://images.amazon.com/images/P/0918949165.01.LZZZZZZZ.jpg,Papier-Mache Press,22
198197,11676,1551660342,8,Tomorrow'S Promise,Kenneth T. Brown,http://images.amazon.com/images/P/1551660342.01.LZZZZZZZ.jpg,Mira,25
198222,11676,1551660717,8,Forbidden Fruit,Erica Spindler,http://images.amazon.com/images/P/1551660717.01.LZZZZZZZ.jpg,Mira,37
198266,11676,1551662914,8,Above And Beyond,Sandra Brown,http://images.amazon.com/images/P/1551662914.01.LZZZZZZZ.jpg,Mira,21
198301,11676,1551664348,5,Montana,Debbie Macomber,http://images.amazon.com/images/P/1551664348.01.LZZZZZZZ.jpg,Mira,35
198530,11676,155166674X,9,Between Friends,Debbie Macomber,http://images.amazon.com/images/P/155166674X.01.LZZZZZZZ.jpg,Mira Books,49
198636,11676,1551666928,8,Desperado,Diana Palmer,http://images.amazon.com/images/P/1551666928.01.LZZZZZZZ.jpg,Mira,24
198660,11676,1551666952,9,The Falls,Karen Harper,http://images.amazon.com/images/P/1551666952.01.LZZZZZZZ.jpg,Mira,30
198690,11676,1551667002,10,Skyward,Mary Alice Monroe,http://images.amazon.com/images/P/1551667002.01.LZZZZZZZ.jpg,Mira Books,24
198714,11676,1551667010,5,The Soul Catcher: A Maggie O'Dell Novel,Alex Kava,http://images.amazon.com/images/P/1551667010.01.LZZZZZZZ.jpg,Mira,30
198761,11676,1551667223,10,Flamingo Diner,Sherryl Woods,http://images.amazon.com/images/P/1551667223.01.LZZZZZZZ.jpg,Mira,21
198838,11676,1551667967,6,Dead End,Helen Myers,http://images.amazon.com/images/P/1551667967.01.LZZZZZZZ.jpg,Mira,22
198925,11676,155166819X,5,Clay,Jennifer Blake,http://images.amazon.com/images/P/155166819X.01.LZZZZZZZ.jpg,Mira,23
198995,11676,1551668378,5,Halfway To Heaven,Susan Wiggs,http://images.amazon.com/images/P/1551668378.01.LZZZZZZZ.jpg,Mira,22
199321,11676,1551669390,9,Dark Water (Mira Romantic Suspense),Sharon Sala,http://images.amazon.com/images/P/1551669390.01.LZZZZZZZ.jpg,Mira,26
199347,11676,155166951X,7,What The Lady Wants,Jennifer Crusie,http://images.amazon.com/images/P/155166951X.01.LZZZZZZZ.jpg,Mira,24
199437,11676,1556524900,6,Dearly Beloved,Anne Morrow Lindbergh,http://images.amazon.com/images/P/1556524900.01.LZZZZZZZ.jpg,Chicago Review Press,20
199879,11676,1570613818,6,"Book Lust: Recommended Reading for Every Mood, Moment, and Reason",Nancy Pearl,http://images.amazon.com/images/P/1570613818.01.LZZZZZZZ.jpg,Sasquatch Books,27
200102,11676,157566402X,10,Celebration,Fern Michaels,http://images.amazon.com/images/P/157566402X.01.LZZZZZZZ.jpg,Kensington Publishing Corporation,20
200840,11676,1878685031,8,Lovers,Linda Sunshine,http://images.amazon.com/images/P/1878685031.01.LZZZZZZZ.jpg,Pub Overstock Unlimited Inc,25
201001,11676,1896860982,8,Falling Backwards,James Eke,http://images.amazon.com/images/P/1896860982.01.LZZZZZZZ.jpg,Ekstasis Editions,25
203040,11993,64400069,10,The Long Winter (Little House),Laura Ingalls Wilder,http://images.amazon.com/images/P/0064400069.01.LZZZZZZZ.jpg,HarperTrophy,22
203062,11993,64400077,9,Little Town on the Prairie,Laura Ingalls Wilder,http://images.amazon.com/images/P/0064400077.01.LZZZZZZZ.jpg,HarperTrophy,26
203143,11993,64409422,10,"The Lion, the Witch and the Wardrobe (Full-Color Collector's Edition)",C. S. Lewis,http://images.amazon.com/images/P/0064409422.01.LZZZZZZZ.jpg,HarperTrophy,20
203910,11993,087123615X,7,With This Ring,Marian Wells,http://images.amazon.com/images/P/087123615X.01.LZZZZZZZ.jpg,Baker Pub Group,34
205285,12538,385312202,9,Leaving Cold Sassy: The Unfinished Sequel to Cold Sassy,Olive Ann Burns,http://images.amazon.com/images/P/0385312202.01.LZZZZZZZ.jpg,Delta,22
205810,12538,440472431,9,Ramona and Her Mother (Ramona Quimby (Paperback)),Beverly Cleary,http://images.amazon.com/images/P/0440472431.01.LZZZZZZZ.jpg,Bantam Doubleday Dell,23
207182,12538,553263218,6,The Pigman,PAUL ZINDEL,http://images.amazon.com/images/P/0553263218.01.LZZZZZZZ.jpg,Bantam,27
208520,12538,812548051,10,"Wizard's First Rule (Sword of Truth, Book 1)",Terry Goodkind,http://images.amazon.com/images/P/0812548051.01.LZZZZZZZ.jpg,Tor Fantasy,25
208712,12538,837850681,10,The Story of Jonah (An Alice in Bibleland Storybook),Alice Joyce Davidson,http://images.amazon.com/images/P/0837850681.01.LZZZZZZZ.jpg,C.R. Gibson Company,20
209821,12982,380005255,10,The Flame and the Flower,Kathleen E. Woodiwiss,http://images.amazon.com/images/P/0380005255.01.LZZZZZZZ.jpg,Avon,21
209852,12982,380385880,8,Shanna,Kathleen E. Woodiwiss,http://images.amazon.com/images/P/0380385880.01.LZZZZZZZ.jpg,Avon,21
209947,12982,380756277,9,Prisoner of My Desire,Johanna Lindsey,http://images.amazon.com/images/P/0380756277.01.LZZZZZZZ.jpg,Avon,22
209999,12982,380793342,8,The Heir,Johanna Lindsey,http://images.amazon.com/images/P/0380793342.01.LZZZZZZZ.jpg,Avon,39
210247,12982,553283545,8,Seduction,Amanda Quick,http://images.amazon.com/images/P/0553283545.01.LZZZZZZZ.jpg,Bantam,23
210270,12982,553289322,8,Scandal,Amanda Quick,http://images.amazon.com/images/P/0553289322.01.LZZZZZZZ.jpg,Bantam,24
210341,12982,553565060,7,Deception,Amanda Quick,http://images.amazon.com/images/P/0553565060.01.LZZZZZZZ.jpg,Bantam,29
210388,12982,553571907,9,Mischief,Amanda Quick,http://images.amazon.com/images/P/0553571907.01.LZZZZZZZ.jpg,Bantam Books,30
210418,12982,553574108,8,I Thee Wed,Amanda Quick,http://images.amazon.com/images/P/0553574108.01.LZZZZZZZ.jpg,Bantam Books,20
210488,12982,671871005,8,The WEDDING,Julie Garwood,http://images.amazon.com/images/P/0671871005.01.LZZZZZZZ.jpg,Pocket Star,22
210963,13082,439425220,10,Harry Potter and the Chamber of Secrets Postcard Book,J. K. Rowling,http://images.amazon.com/images/P/0439425220.01.LZZZZZZZ.jpg,Scholastic,21
211462,13273,312205406,8,Hot Six (A Stephanie Plum Novel),Janet Evanovich,http://images.amazon.com/images/P/0312205406.01.LZZZZZZZ.jpg,St. Martin's Press,22
212144,13273,739437631,8,311 Pelican Court,Debbie Macomber,http://images.amazon.com/images/P/0739437631.01.LZZZZZZZ.jpg,Mira,29
212773,13552,373483902,8,The Macgregors: Daniel-Ian,Nora Roberts,http://images.amazon.com/images/P/0373483902.01.LZZZZZZZ.jpg,Silhouette,29
212894,13552,380756285,7,Angel,Johanna Lindsey,http://images.amazon.com/images/P/0380756285.01.LZZZZZZZ.jpg,Avon,37
212931,13552,380757478,8,Fires of Winter,Johanna Lindsey,http://images.amazon.com/images/P/0380757478.01.LZZZZZZZ.jpg,Avon,22
212953,13552,380762587,7,You Belong to Me,Johanna Lindsey,http://images.amazon.com/images/P/0380762587.01.LZZZZZZZ.jpg,Avon,26
213004,13552,038081479X,9,Heart of a Warrior,Johanna Lindsey,http://images.amazon.com/images/P/038081479X.01.LZZZZZZZ.jpg,Avon,25
213029,13552,380814811,9,Home for the Holidays,Johanna Lindsey,http://images.amazon.com/images/P/0380814811.01.LZZZZZZZ.jpg,Avon,29
213234,13552,425127583,8,The Mask,Dean R. Koontz,http://images.amazon.com/images/P/0425127583.01.LZZZZZZZ.jpg,Berkley Publishing Group,38
213678,13552,515099511,7,The Hellion,LaVyrle Spencer,http://images.amazon.com/images/P/0515099511.01.LZZZZZZZ.jpg,Jove Books,31
213709,13552,051511054X,9,Bygones,LaVyrle Spencer,http://images.amazon.com/images/P/051511054X.01.LZZZZZZZ.jpg,Jove Books,38
213747,13552,515114693,7,Born in Fire,Nora Roberts,http://images.amazon.com/images/P/0515114693.01.LZZZZZZZ.jpg,Jove Books,41
213983,13552,553295004,7,Texas! Sage,SANDRA BROWN,http://images.amazon.com/images/P/0553295004.01.LZZZZZZZ.jpg,Fanfare,22
214142,13552,671534726,5,Heart Song (Logan),V.C. Andrews,http://images.amazon.com/images/P/0671534726.01.LZZZZZZZ.jpg,Pocket,30
214215,13552,671695169,7,Midnight Whispers (Cutler),V.C. Andrews,http://images.amazon.com/images/P/0671695169.01.LZZZZZZZ.jpg,Pocket,44
214300,13552,671759361,7,Pearl in the Mist (Landry),V.C. Andrews,http://images.amazon.com/images/P/0671759361.01.LZZZZZZZ.jpg,Pocket,32
214332,13552,671793543,8,You Belong to Me and Other True Cases (Ann Rule's Crime Files: Vol. 2),Ann Rule,http://images.amazon.com/images/P/0671793543.01.LZZZZZZZ.jpg,Pocket,26
214359,13552,671873210,7,Tarnished Gold (Landry),V.C. Andrews,http://images.amazon.com/images/P/0671873210.01.LZZZZZZZ.jpg,Pocket,30
215037,13850,553277537,10,Dandelion Wine (Grand Master Editions),RAY BRADBURY,http://images.amazon.com/images/P/0553277537.01.LZZZZZZZ.jpg,Bantam,25
215604,14422,380899361,10,Come Love a Stranger,Kathleen E. Woodiwiss,http://images.amazon.com/images/P/0380899361.01.LZZZZZZZ.jpg,Avon,22
215689,14422,425171078,8,The More I See You,Lynn Kurland,http://images.amazon.com/images/P/0425171078.01.LZZZZZZZ.jpg,Berkley Publishing Group,22
215711,14422,440178002,9,Shogun,JAMES CLAVELL,http://images.amazon.com/images/P/0440178002.01.LZZZZZZZ.jpg,Dell,41
216051,14422,515107662,8,The Sherbrooke Bride (Bride Trilogy (Paperback)),Catherine Coulter,http://images.amazon.com/images/P/0515107662.01.LZZZZZZZ.jpg,Jove Books,29
216080,14422,515110973,8,Honest Illusions,Nora Roberts,http://images.amazon.com/images/P/0515110973.01.LZZZZZZZ.jpg,Jove Books,27
216209,14422,553562797,8,When Venus Fell,Deborah Smith,http://images.amazon.com/images/P/0553562797.01.LZZZZZZZ.jpg,Bantam Books,23
217726,14521,553269631,10,The Heart Is a Lonely Hunter,CARSON MCCULLERS,http://images.amazon.com/images/P/0553269631.01.LZZZZZZZ.jpg,Bantam,28
217832,14521,055357695X,5,Out of the Shadows (Shadows Trilogy (Paperback)),Kay Hooper,http://images.amazon.com/images/P/055357695X.01.LZZZZZZZ.jpg,Bantam Books,36
218173,14521,1576737330,9,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,http://images.amazon.com/images/P/1576737330.01.LZZZZZZZ.jpg,Multnomah,39
220057,15418,60927216,9,Paula,Isabel Allende,http://images.amazon.com/images/P/0060927216.01.LZZZZZZZ.jpg,Perennial,24
220436,15418,743219570,7,Cover Her Face,P.D. James,http://images.amazon.com/images/P/0743219570.01.LZZZZZZZ.jpg,Touchstone,24
221775,16634,140481346,8,Death of A Salesman,Arthur Miller,http://images.amazon.com/images/P/0140481346.01.LZZZZZZZ.jpg,Penguin USA (Paper),20
221795,16634,140481389,9,The Crucible: A Play in Four Acts (Penguin Plays),Arthur Miller,http://images.amazon.com/images/P/0140481389.01.LZZZZZZZ.jpg,Penguin Books,24
222586,16634,441008534,7,Dead Until Dark (Southern Vampire Mysteries),Charlaine Harris,http://images.amazon.com/images/P/0441008534.01.LZZZZZZZ.jpg,Ace Books,28
222614,16634,441010512,7,Club Dead (Southern Vampire Mysteries),Charlaine Harris,http://images.amazon.com/images/P/0441010512.01.LZZZZZZZ.jpg,Ace Books,33
223567,16634,670839531,8,Needful Things: The Last Castle Rock Story,Stephen King,http://images.amazon.com/images/P/0670839531.01.LZZZZZZZ.jpg,Viking Books,29
224566,16795,61030244,8,"Carpenter's Lady, The, NEW EDITION",Barbara Delinsky,http://images.amazon.com/images/P/0061030244.01.LZZZZZZZ.jpg,HarperTorch,22
225346,16795,312979975,8,Fantasy Lover,Sherrilyn Kenyon,http://images.amazon.com/images/P/0312979975.01.LZZZZZZZ.jpg,St. Martin's Press,21
226945,16795,425077837,8,Mask,John Minaham,http://images.amazon.com/images/P/0425077837.01.LZZZZZZZ.jpg,Berkley Publishing Group,27
